Port1,Port2,Port3,Port4,AtmArm,AirLock1,AirLock2,TransferChamber,PM1,PM2,PM3,PM4,PM5,PM6,Throughput ,ActionCode
0,0,0,0,1,1,1,1,3,1,3,3,0,3,71.4017,310102
0,0,0,0,0,1,2,1,2,1,2,0,2,2,71.4017,310102
1,0,0,0,0,1,2,1,3,3,1,1,3,0,71.4017,310103
1,0,0,0,0,1,0,1,3,3,1,3,0,3,71.4017,310103
1,0,0,0,1,1,1,0,0,3,3,1,3,3,71.4017,387
1,0,0,0,0,1,1,0,0,3,3,1,3,3,71.4017,387
1,0,0,0,1,1,0,0,3,3,3,3,3,3,71.4017,378
1,0,0,0,1,1,1,0,0,3,3,3,3,3,71.4017,370
0,0,0,0,0,1,2,1,2,3,1,2,3,2,71.4017,310103
0,0,0,0,0,1,1,1,1,3,3,3,3,3,71.4017,307
1,0,0,0,0,1,2,1,0,3,1,3,3,3,71.4017,310103
0,0,0,0,1,1,1,1,2,3,2,2,1,2,71.4017,310104
1,0,0,0,1,1,0,1,3,3,0,3,1,3,71.4017,310104
1,0,0,0,0,1,2,0,3,3,3,3,3,3,71.4017,397
1,0,0,0,0,1,1,1,3,3,3,0,1,3,71.4017,310104
0,0,0,0,1,1,1,1,2,3,3,3,3,1,71.4017,379
1,0,0,0,1,1,1,0,3,3,3,3,3,3,71.4017,370
0,0,0,0,0,1,1,0,2,3,3,1,3,2,71.4017,307
0,0,0,0,0,1,1,0,3,3,0,0,1,3,71.4017,310104
1,0,0,0,0,1,2,0,3,3,3,3,3,0,71.4017,397
1,0,0,0,1,1,1,0,3,3,3,3,3,3,71.4017,379
1,0,0,0,1,1,1,0,3,3,3,3,3,0,71.4017,370
0,0,0,0,0,1,2,1,2,3,3,3,3,1,71.4017,310105
1,0,0,0,0,1,1,1,0,3,3,3,3,1,71.4017,310105
1,0,0,0,0,1,1,1,1,3,3,3,3,3,71.4017,307
1,0,0,0,1,1,0,1,3,0,3,3,3,1,71.4017,310105
0,0,0,0,1,1,1,1,2,3,3,2,3,2,71.4017,310106
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4017,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4017,397
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4017,397
1,0,0,0,0,1,2,0,3,3,0,3,3,3,71.4017,397
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4017,378
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4017,370
1,0,0,0,1,1,1,0,0,3,3,1,3,3,71.4017,310106
0,0,0,0,0,1,2,0,3,0,3,3,3,3,71.4017,307
1,0,0,0,1,1,1,1,3,3,3,3,3,0,71.4017,310106
1,0,0,0,1,1,1,1,3,0,3,3,3,3,71.4017,310106
1,0,0,0,0,1,2,0,3,0,3,3,3,1,71.4017,387
1,0,0,0,0,1,2,0,3,3,3,3,3,3,71.4017,310108
1,0,0,0,1,1,0,1,0,3,0,0,0,0,71.4017,310108
1,0,0,0,1,1,1,0,3,3,3,3,3,0,71.4017,379
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4017,370
0,0,0,0,0,1,1,1,3,3,3,3,3,0,71.4017,307
1,0,0,0,1,1,0,1,3,1,0,3,3,3,71.4017,310108
0,0,0,0,0,1,1,1,3,1,3,3,0,3,71.4017,310108
1,0,0,0,0,1,1,1,0,3,1,0,3,3,71.4017,310108
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4017,310108
1,0,0,0,0,1,2,0,3,3,3,3,0,3,71.4017,397
0,0,0,0,1,1,1,0,2,2,2,0,2,2,71.4017,378
1,0,0,0,1,1,1,0,3,3,3,3,0,3,71.4017,370
1,0,0,0,1,1,1,1,3,3,1,0,3,0,71.4017,310108
0,0,0,0,0,1,1,0,2,2,2,0,2,2,71.4017,307
1,0,0,0,1,1,1,0,3,3,3,3,3,0,71.4017,310108
1,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4017,387
0,0,0,0,0,1,2,0,3,3,3,3,0,3,71.4017,310108
1,0,0,0,1,1,2,0,3,3,0,0,3,3,71.4017,378
1,0,0,0,1,1,1,0,3,3,3,3,0,3,71.4017,370
1,0,0,0,0,1,2,0,3,3,3,0,3,3,71.4017,310108
0,0,0,0,0,1,0,1,3,3,0,3,1,3,71.4017,307
0,0,0,0,1,1,0,1,1,3,3,3,3,0,71.4017,310108
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4017,310108
1,0,0,0,1,1,0,0,3,3,3,1,3,0,71.4286,287
1,0,0,0,0,1,2,0,1,3,3,3,0,3,71.4286,287
0,0,0,0,0,1,0,1,3,0,1,3,3,3,71.4286,287
1,0,0,0,1,1,0,0,3,0,3,3,0,0,71.4286,287
0,0,0,0,0,1,2,1,1,3,3,0,2,2,71.4286,287
0,0,0,0,0,1,0,1,3,3,3,3,0,1,71.4286,287
1,0,0,0,1,1,1,1,3,0,1,3,3,3,71.4286,287
0,0,0,0,0,1,2,1,2,2,1,3,2,2,71.4286,287
0,0,0,0,0,1,0,0,0,0,0,3,0,0,71.4286,287
0,0,0,0,0,1,1,0,3,0,3,2,3,3,71.4286,287
1,0,0,0,0,1,2,0,3,3,3,0,3,3,71.4286,287
1,0,0,0,0,1,2,1,0,1,3,0,3,3,71.4286,287
0,0,0,0,1,1,1,1,0,3,3,1,3,3,71.4286,287
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,287
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4286,287
1,0,0,0,1,1,0,0,3,3,3,3,3,3,71.4286,287
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,287
1,0,0,0,0,1,2,1,3,3,0,3,1,3,71.4286,287
0,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,287
0,0,0,0,0,1,0,1,3,3,3,3,0,3,71.4286,287
1,0,0,0,1,1,0,0,0,0,0,3,0,0,71.4286,287
0,0,0,0,0,1,2,1,3,3,3,0,2,1,71.4286,287
0,0,0,0,0,1,1,1,3,0,1,3,3,3,71.4286,287
1,0,0,0,0,1,1,1,1,3,3,1,3,3,71.4286,287
1,0,0,0,0,1,2,0,3,0,1,2,3,3,71.4286,287
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,281010
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,281010
1,0,0,0,1,1,1,0,0,3,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,1,0,0,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,1,0,0,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,3,0,0,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,281010
0,0,0,0,0,1,1,0,0,3,3,2,3,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,0,3,0,71.4286,281010
0,0,0,0,0,1,1,1,3,3,3,0,3,0,71.4286,281010
0,0,0,0,0,1,1,0,2,3,3,0,2,2,71.4286,281010
0,0,0,0,0,1,1,0,2,3,3,0,2,2,71.4286,281010
0,0,0,0,1,1,1,0,2,2,2,3,2,2,71.4286,281010
0,0,0,0,1,1,1,0,2,2,2,3,2,2,71.4286,281010
0,0,0,0,0,1,1,0,3,3,0,2,3,3,71.4286,281010
0,0,0,0,0,1,1,0,0,3,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,1,0,3,3,3,0,3,71.4286,281010
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,281010
0,0,0,0,0,1,1,1,3,0,0,3,3,3,71.4286,281010
1,0,0,0,1,1,1,0,3,3,3,3,0,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,281010
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,281010
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4286,281010
0,0,0,0,0,1,1,1,3,0,3,0,3,3,71.4286,281010
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4286,281010
0,0,0,0,0,1,1,0,3,3,3,0,3,0,71.4286,281010
1,0,0,0,1,1,1,0,3,0,0,3,0,0,71.4286,281010
0,0,0,0,0,1,1,1,3,0,0,2,3,3,71.4286,281010
0,0,0,0,0,1,1,1,3,0,0,2,3,3,71.4286,281010
1,0,0,0,1,1,1,0,3,3,3,3,0,3,71.4286,281010
1,0,0,0,1,1,0,0,3,3,3,3,3,3,71.4286,281010
1,0,0,0,1,1,0,1,3,3,3,3,0,3,71.4286,281010
0,0,0,0,0,1,1,0,0,3,3,2,3,3,71.4286,281010
0,0,0,0,0,1,1,0,0,3,3,2,3,3,71.4286,281010
1,0,0,0,1,1,2,0,3,3,3,3,0,0,71.4286,297
0,0,0,0,1,1,1,1,1,3,3,2,3,0,71.4286,297
0,0,0,0,1,1,1,1,3,0,1,2,3,3,71.4286,297
0,0,0,0,0,1,0,0,0,0,0,3,0,0,71.4286,297
0,0,0,0,0,1,0,1,0,1,3,2,3,3,71.4286,297
0,0,0,0,0,1,0,1,3,1,3,0,3,0,71.4286,297
0,0,0,0,1,1,0,1,2,1,3,0,2,2,71.4286,297
0,0,0,0,0,1,1,1,3,3,3,0,3,1,71.4286,297
0,0,0,0,1,1,0,1,1,3,3,3,3,3,71.4286,297
1,0,0,0,0,1,2,0,3,3,3,3,0,3,71.4286,297
0,0,0,0,1,1,1,0,3,0,1,3,3,3,71.4286,297
1,0,0,0,1,1,2,0,3,3,0,3,3,3,71.4286,297
0,0,0,0,1,1,1,1,0,1,3,0,3,3,71.4286,297
1,0,0,0,0,1,2,0,3,3,3,3,0,3,71.4286,297
1,0,0,0,1,1,2,0,3,0,0,3,0,0,71.4286,297
0,0,0,0,0,1,0,1,3,3,0,2,1,3,71.4286,297
1,0,0,0,1,1,2,0,3,0,3,3,3,3,71.4286,297
0,0,0,0,0,1,1,1,3,1,3,0,3,3,71.4286,297
0,0,0,0,1,1,0,1,3,3,3,0,2,2,71.4286,297
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,297
1,0,0,0,0,1,2,0,0,3,3,1,3,3,71.4286,297
0,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,297
1,0,0,0,0,1,2,0,3,0,3,3,3,3,71.4286,297
0,0,0,0,0,1,2,0,0,0,0,3,0,0,71.4286,297
0,0,0,0,1,1,1,1,1,3,3,3,0,3,71.4286,297
1,0,0,0,1,1,0,1,3,3,3,3,0,3,71.4286,291010
1,0,0,0,0,1,1,0,3,0,3,2,3,3,71.4286,291010
0,0,0,0,0,1,2,0,3,3,3,0,2,3,71.4286,291010
0,0,0,0,0,1,2,0,2,2,3,0,2,2,71.4286,291010
0,0,0,0,0,1,1,0,2,2,3,0,2,2,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,3,3,0,71.4286,291010
0,0,0,0,0,1,1,1,3,3,3,3,0,0,71.4286,291010
1,0,0,0,1,1,0,0,3,0,3,3,3,3,71.4286,291010
0,0,0,0,0,1,2,0,3,3,3,0,2,2,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,291010
1,0,0,0,1,1,0,0,3,3,3,3,3,3,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,291010
1,0,0,0,1,1,0,0,0,3,3,0,3,3,71.4286,291010
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4286,291010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,291010
1,0,0,0,1,1,0,0,3,3,3,3,0,3,71.4286,291010
1,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,291010
1,0,0,0,0,1,1,1,3,0,3,0,3,0,71.4286,291010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,291010
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4286,291010
0,0,0,0,0,1,1,1,3,0,0,3,3,3,71.4286,291010
0,0,0,0,0,1,0,0,3,0,3,3,0,0,71.4286,291010
1,0,0,0,1,1,0,0,3,0,3,2,3,3,71.4286,291010
1,0,0,0,0,1,1,1,0,0,3,2,3,3,71.4286,291010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,291010
0,0,0,0,0,1,1,1,0,3,3,0,3,3,71.4286,291010
0,0,0,0,0,1,1,1,0,3,3,0,3,3,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,0,2,3,71.4286,291010
0,0,0,0,0,1,1,1,3,3,0,2,2,3,71.4286,291010
1,0,0,0,1,1,0,0,3,3,3,1,3,0,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,291010
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,291010
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,291010
0,0,0,0,0,1,1,0,0,3,3,0,3,3,71.4286,291010
0,0,0,0,0,1,1,1,0,3,3,0,3,3,71.4286,291010
0,0,0,0,0,1,0,0,0,0,0,3,0,0,71.4286,291010
1,0,0,0,1,1,0,0,3,3,3,0,3,3,71.4286,291010
0,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,11
0,0,0,0,0,1,1,0,2,3,3,0,2,2,71.4286,11
0,0,0,0,0,1,1,1,0,3,3,3,0,3,71.4286,11
0,0,0,0,0,1,1,1,0,3,3,0,3,3,71.4286,11
0,0,0,0,0,1,1,0,0,3,3,2,3,3,71.4286,11
0,0,0,0,0,1,1,0,2,0,0,3,0,0,71.4286,12
0,0,0,0,0,1,1,1,0,0,3,3,3,3,71.4286,12
0,0,0,0,0,1,1,0,2,2,3,0,2,2,71.4286,12
1,0,0,0,0,1,1,1,3,0,3,0,3,0,71.4286,12
0,0,0,0,0,1,1,1,3,0,3,0,3,3,71.4286,12
1,0,0,0,0,1,1,1,0,0,3,2,3,3,71.4286,12
0,0,0,0,0,1,1,0,2,2,0,3,2,0,71.4286,13
0,0,0,0,1,1,1,0,2,2,2,3,2,2,71.4286,13
0,0,0,0,0,1,1,1,3,0,0,3,3,3,71.4286,13
0,0,0,0,0,1,1,1,3,0,0,3,3,3,71.4286,13
0,0,0,0,0,1,1,1,3,0,0,3,3,3,71.4286,13
0,0,0,0,0,1,1,1,3,0,0,2,3,3,71.4286,13
0,0,0,0,0,1,1,0,2,2,0,3,0,0,71.4286,14
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,14
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,14
0,0,0,0,0,1,1,1,3,3,0,2,2,3,71.4286,14
0,0,0,0,0,1,1,1,3,3,0,3,0,3,71.4286,14
0,0,0,0,0,1,1,0,2,2,2,3,2,0,71.4286,15
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,15
0,0,0,0,0,1,1,1,3,3,3,0,3,0,71.4286,15
0,0,0,0,0,1,1,1,3,3,3,3,0,0,71.4286,15
0,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,16
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,16
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,16
0,0,0,0,0,1,1,1,0,3,3,0,3,3,71.4286,16
1,0,0,0,1,1,0,1,3,3,3,3,0,3,71.4286,16
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,10
0,0,0,0,0,1,2,0,3,0,0,3,0,0,71.4286,10
0,0,0,0,1,1,0,1,3,3,3,3,0,1,71.4286,10
0,0,0,0,0,1,1,0,3,0,3,3,0,0,71.4286,10
0,0,0,0,1,1,1,1,1,3,3,2,3,0,71.4286,10
0,0,0,0,0,1,2,0,3,0,1,2,3,3,71.4286,10
0,0,0,0,0,1,1,0,3,0,3,2,3,3,71.4286,10
0,0,0,0,0,1,1,1,1,3,3,0,3,3,71.4286,10
0,0,0,0,0,1,1,1,3,3,3,0,3,1,71.4286,10
0,0,0,0,0,1,1,1,0,3,3,1,3,3,71.4286,10
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,10
0,0,0,0,1,1,1,0,3,0,1,3,3,3,71.4286,10
0,0,0,0,1,1,1,1,0,1,3,0,3,3,71.4286,10
0,0,0,0,0,1,0,1,3,0,1,3,3,3,71.4286,10
0,0,0,0,0,1,2,0,3,3,3,3,0,0,71.4286,10
0,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,10
0,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,10
0,0,0,0,0,1,1,1,3,1,3,0,3,3,71.4286,10
0,0,0,0,1,1,0,1,3,3,3,3,0,3,71.4286,10
0,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,10
0,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,10
0,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,10
0,0,0,0,0,1,1,1,3,0,1,3,3,3,71.4286,10
0,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,10
0,0,0,0,1,1,1,1,1,3,3,3,0,3,71.4286,10
1,0,0,0,0,1,2,0,3,3,0,3,3,3,71.4286,387
1,0,0,0,0,1,1,0,3,0,3,2,3,3,71.4286,311010
1,0,0,0,1,1,2,0,3,3,3,3,0,3,71.4286,378
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4286,370
0,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,311010
0,0,0,0,0,1,0,1,3,3,3,3,0,1,71.4286,307
0,0,0,0,0,1,1,0,3,0,0,3,0,0,71.4286,311010
1,0,0,0,0,1,2,0,3,0,0,3,0,0,71.4286,387
0,0,0,0,0,1,1,0,3,3,3,0,3,3,71.4286,311010
0,0,0,0,0,1,1,0,3,3,3,3,0,0,71.4286,321010
1,0,0,0,1,1,2,0,3,0,3,3,3,3,71.4286,378
1,0,0,0,1,1,1,0,3,0,0,3,0,0,71.4286,370
0,0,0,0,0,1,1,0,3,3,0,2,3,3,71.4286,321010
1,0,0,0,0,1,0,1,3,0,1,3,3,3,71.4286,307
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,321010
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,321010
1,0,0,0,0,1,2,1,0,1,3,0,3,3,71.4286,310102
1,0,0,0,1,1,2,0,3,3,3,3,0,3,71.4286,387
1,0,0,0,1,1,2,0,3,3,3,3,0,3,71.4286,387
1,0,0,0,1,1,2,0,3,3,3,3,0,3,71.4286,387
1,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,387
0,0,0,0,0,1,1,0,3,3,0,3,3,3,71.4286,321010
0,0,0,0,1,1,1,0,3,3,3,0,2,2,71.4286,378
1,0,0,0,1,1,1,0,3,3,3,3,0,3,71.4286,370
0,0,0,0,0,1,0,1,3,3,3,0,2,2,71.4286,307
0,0,0,0,0,1,1,0,3,3,3,0,2,3,71.4286,331010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,331010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,331010
0,0,0,0,0,1,1,0,3,0,3,3,0,0,71.4286,331010
1,0,0,0,0,1,1,0,3,0,3,3,0,0,71.4286,397
0,0,0,0,1,1,0,1,3,1,3,0,3,0,71.4286,378
1,0,0,0,1,1,0,0,3,0,3,3,0,0,71.4286,370
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,331010
0,0,0,0,0,1,1,0,0,3,3,3,3,3,71.4286,341010
0,0,0,0,0,1,1,1,3,1,3,0,3,0,71.4286,307
1,0,0,0,1,1,0,0,3,3,3,3,3,3,71.4286,341010
1,0,0,0,1,1,1,0,3,3,3,2,3,0,71.4286,397
1,0,0,0,1,1,0,0,3,3,3,2,3,0,71.4286,397
1,0,0,0,1,1,0,0,3,3,3,1,3,0,71.4286,397
1,0,0,0,0,1,2,0,3,3,3,1,3,0,71.4286,397
0,0,0,0,0,1,1,0,3,3,3,3,3,0,71.4286,341010
0,0,0,0,1,1,1,0,2,3,3,0,2,2,71.4286,378
1,0,0,0,1,1,1,0,3,3,3,3,3,0,71.4286,370
0,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,341010
0,0,0,0,0,1,0,1,2,1,3,0,2,2,71.4286,307
0,0,0,0,0,1,1,0,1,3,3,2,3,3,71.4286,351010
0,0,0,0,0,1,1,0,3,3,3,3,0,3,71.4286,351010
1,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,351010
1,0,0,0,0,1,2,0,3,0,3,2,3,3,71.4286,397
0,0,0,0,1,1,1,0,2,2,2,3,2,2,71.4286,378
1,0,0,0,1,1,1,0,3,0,3,2,3,3,71.4286,370
0,0,0,0,0,1,1,0,2,2,2,3,2,2,71.4286,307
0,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,361010
0,0,0,0,0,1,1,0,0,3,3,0,3,3,71.4286,361010
0,0,0,0,0,1,1,0,0,3,3,2,3,3,71.4286,387
0,0,0,0,0,1,1,0,3,3,3,0,3,0,71.4286,361010
0,0,0,0,1,1,1,1,2,2,1,3,2,2,71.4286,379
0,0,0,0,1,1,1,0,0,3,3,2,3,3,71.4286,370
1,0,0,0,1,1,1,0,0,0,0,3,0,0,71.4286,361010
0,0,0,0,1,1,1,0,2,2,2,3,2,2,71.4286,307
0,0,0,0,0,1,1,0,2,2,2,3,2,2,71.4286,307
1,0,0,0,1,1,1,0,3,3,0,3,1,3,71.4286,381010
1,0,0,0,1,1,1,0,0,1,3,0,3,3,71.4286,381010
0,0,0,0,0,1,1,0,3,3,3,0,2,1,71.4286,381010
1,0,0,0,1,1,1,1,3,3,3,1,3,1,71.4286,381010
1,0,0,0,0,1,1,1,1,3,3,1,3,3,71.4286,387
0,0,0,0,0,1,1,0,1,3,3,0,2,2,71.4286,381010
0,0,0,0,1,1,1,0,2,2,1,3,2,2,71.4286,381010
1,0,0,0,1,1,2,0,0,3,3,1,3,3,71.4286,378
1,0,0,0,1,1,2,0,1,3,3,1,3,3,71.4286,370
1,0,0,0,1,1,1,1,1,3,3,3,0,3,71.4286,381010
0,0,0,0,0,1,1,1,0,3,3,1,3,3,71.4286,307
1,0,0,0,0,1,2,0,3,3,3,1,3,3,71.4286,397
1,0,0,0,1,1,0,0,3,3,3,1,3,0,71.4286,379
1,0,0,0,1,1,1,0,3,3,3,3,3,3,71.4286,370
1,0,0,0,1,1,1,0,3,0,1,3,3,3,71.4286,381010
1,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,381010
0,0,0,0,0,1,1,1,1,3,3,2,3,0,71.4286,307
0,0,0,0,0,1,1,1,3,1,3,0,3,3,71.4286,381010
1,0,0,0,1,1,2,0,0,3,3,1,3,3,71.4286,387
1,0,0,0,0,1,1,0,0,3,3,3,3,3,71.4286,387
0,0,0,0,1,1,1,1,1,3,3,0,2,2,71.4286,379
1,0,0,0,1,1,1,0,0,3,3,3,3,3,71.4286,370
0,0,0,0,0,1,1,1,3,0,1,2,3,3,71.4286,381010
0,0,0,0,0,1,1,0,2,3,3,0,2,2,71.4286,307
0,0,0,0,0,1,1,1,3,3,3,3,0,3,71.4286,381010
1,0,0,0,1,1,1,1,1,3,3,2,3,0,71.4286,381010
1,0,0,0,0,1,1,0,3,3,3,3,3,3,71.4286,397
1,0,0,0,1,1,1,0,3,3,3,1,3,3,71.4286,379
1,0,0,0,1,1,1,1,3,3,3,3,0,3,71.4286,370
1,0,0,0,0,1,1,1,3,3,3,0,3,1,71.4286,307
0,0,0,0,0,1,1,0,2,1,3,0,2,2,71.4286,391010
0,0,0,0,0,1,1,1,3,3,3,3,0,1,71.4286,391010
0,0,0,0,0,1,1,0,3,3,3,0,2,2,71.4286,391010
0,0,0,0,0,1,1,1,3,3,3,3,0,3,71.4286,391010
1,0,0,0,0,1,2,0,3,0,3,3,3,3,71.4286,397
1,0,0,0,0,1,1,1,3,0,1,3,3,3,71.4286,391010
1,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,379
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4286,370
0,0,0,0,1,1,2,0,3,1,3,0,3,0,71.4286,391010
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,307
0,0,0,0,0,1,1,1,3,0,1,3,3,3,71.4286,391010
0,0,0,0,1,1,2,0,0,1,3,2,3,3,71.4286,391010
1,0,0,0,0,1,1,1,0,3,3,1,3,3,71.4286,391010
0,0,0,0,1,1,2,0,3,3,0,2,1,3,71.4286,391010
1,0,0,0,0,1,2,0,0,3,3,0,3,3,71.4286,397
1,0,0,0,1,1,1,1,3,3,0,3,1,3,71.4286,391010
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4286,379
1,0,0,0,1,1,1,0,0,3,3,0,3,3,71.4286,370
0,0,0,0,0,1,2,0,1,3,3,1,3,3,71.4286,391010
0,0,0,0,0,1,1,0,3,0,1,3,3,3,71.4286,307
1,0,0,0,1,1,2,0,3,0,3,3,3,3,71.4286,387
1,0,0,0,1,1,2,0,3,0,3,3,3,3,71.4286,387
1,0,0,0,0,1,1,0,3,0,3,3,3,3,71.4286,387
0,0,0,0,0,1,1,1,3,3,3,3,0,0,71.4286,310100
1,0,0,0,1,1,0,0,3,3,0,3,3,3,71.4286,378
1,0,0,0,1,1,1,0,3,0,3,3,3,3,71.4286,370
0,0,0,0,1,1,1,1,0,1,3,2,3,3,71.4286,310100
0,0,0,0,1,1,1,1,3,3,0,2,1,3,71.4286,310100
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,307
0,0,0,0,1,1,1,1,3,1,3,0,3,0,71.4286,310100
1,0,0,0,0,1,2,0,3,3,3,3,0,0,71.4286,387
1,0,0,0,1,1,1,1,1,3,3,1,3,3,71.4286,310100
1,0,0,0,0,1,0,0,3,3,0,3,3,3,71.4286,310100
1,0,0,0,1,1,2,0,3,3,3,3,0,3,71.4286,378
1,0,0,0,1,1,1,0,3,3,3,3,0,0,71.4286,370
1,0,0,0,1,1,0,0,3,0,3,3,3,3,71.4286,310100
0,0,0,0,0,1,0,1,3,3,3,3,0,3,71.4286,307
0,0,0,0,0,1,1,1,3,0,0,3,0,0,71.4286,310100
1,0,0,0,0,1,0,0,3,0,3,3,3,3,71.4286,310100
0,0,0,0,0,1,1,0,3,3,3,0,3,0,71.4286,387
1,0,0,0,1,1,0,0,3,3,3,3,0,3,71.4286,310100
1,0,0,0,1,1,0,0,3,3,3,3,0,3,71.4286,310100
1,0,0,0,1,1,0,0,3,0,3,3,3,3,71.4286,378
0,0,0,0,1,1,1,0,3,3,3,0,3,0,71.4286,370
0,0,0,0,0,1,1,1,3,0,1,3,3,3,71.4286,307
0,0,0,0,0,1,1,1,0,0,0,3,0,0,71.4286,310100
1,0,0,0,0,1,0,1,0,3,3,1,3,3,71.4286,310100
0,0,0,0,0,1,2,1,1,3,3,0,2,2,71.4286,310101
1,0,0,0,0,1,2,0,1,3,3,3,0,3,71.4286,310101
1,0,0,0,0,1,1,0,0,0,0,3,0,0,71.4286,397
1,0,0,0,1,1,1,0,3,3,0,3,3,3,71.4286,379
1,0,0,0,1,1,0,0,0,0,0,3,0,0,71.4286,370
0,0,0,0,0,1,1,1,3,3,0,3,1,3,71.4286,307
0,0,0,0,1,1,1,1,1,3,3,3,3,3,71.4286,310101
1,0,0,0,1,1,1,1,1,3,3,2,3,0,71.4286,310101
0,0,0,0,1,1,1,1,2,1,3,0,2,2,71.4286,310102
1,0,0,0,1,1,1,0,3,3,3,0,3,3,71.4286,397
1,0,0,0,1,1,0,0,3,3,3,0,3,3,71.4286,397
1,0,0,0,1,1,0,0,3,3,3,0,3,3,71.4286,397
